Game,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Platform
Monster Energy Supercross - The Official Videogame,2018.0,Racing,Milestone S.r.l.,0.08,0.0,0.0,0.01,0.08,Xbox One
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,2017.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.08,Xbox One
Dead Island Definitive Collection,2016.0,Action,Deep Silver,0.05,0.03,0.0,0.01,0.08,Xbox One
Ride 2,2016.0,Racing,Milestone S.r.l,0.06,0.01,0.0,0.01,0.08,Xbox One
Elite: Dangerous,2017.0,Simulation,Frontier Developments,0.07,0.0,0.0,0.01,0.08,Xbox One
Just Dance: Disney Party 2,2015.0,Music,Ubisoft,0.06,0.01,0.0,0.01,0.08,Xbox One
Bulletstorm: Full Clip Edition,2017.0,Shooter,Gearbox Software,0.06,0.01,0.0,0.01,0.08,Xbox One
Micro Machines: World Series,2017.0,Racing,Codemasters,0.02,0.05,0.0,0.01,0.08,Xbox One
Darksiders II,2015.0,Action-Adventure,Nordic Games,0.05,0.03,0.0,0.01,0.08,Xbox One
Sherlock Holmes: Crimes & Punishments,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,Xbox One
Toy Soldiers: War Chest,2015.0,Action,Ubisoft,0.07,0.0,0.0,0.01,0.08,Xbox One
BlazBlue: Chrono Phantasma Extend,2015.0,Fighting,PQube,0.06,0.01,0.0,0.01,0.08,Xbox One
Metal Gear Survive,2018.0,Action,Konami Digital Entertainment,0.05,0.01,0.0,0.01,0.08,Xbox One
The Golf Club,2015.0,Sports,Ravenscourt,0.07,0.0,0.0,0.01,0.07,Xbox One
Batman: A Telltale Game Series,2016.0,Adventure,Telltale Games,0.06,0.01,0.0,0.01,0.07,Xbox One
Constructor HD,2017.0,Strategy,System 3,0.07,0.0,0.0,0.01,0.07,Xbox One
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,Xbox One
Valentino Rossi: The Game,2016.0,Racing,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07,Xbox One
Disneyland Adventures,2017.0,Action-Adventure,Microsoft Studios,0.05,0.01,0.0,0.01,0.07,Xbox One
Dynasty Warriors 8: Empires,2014.0,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,Xbox One
Resident Evil 6,2016.0,Shooter,Capcom,0.06,0.0,0.0,0.01,0.07,Xbox One
Ghostbusters (2016),2016.0,Action,Activision,0.06,0.0,0.0,0.01,0.07,Xbox One
R.B.I. Baseball 2017,2017.0,Sports,MLB.com,0.06,0.0,0.0,0.01,0.07,Xbox One
Aven Colony,2017.0,Strategy,Sold Out,0.06,0.0,0.0,0.01,0.06,Xbox One
Adventure Time: Finn & Jake Investigations,2015.0,Action,Little Orbit,0.04,0.02,0.0,0.01,0.06,Xbox One
Atari Flashback Classics: Volume 1,2016.0,Misc,Atari,0.06,0.0,0.0,0.01,0.06,Xbox One
MotoGP 17,2017.0,Racing,Koch Media,0.04,0.02,0.0,0.01,0.06,Xbox One
Wasteland 2,2015.0,Role-Playing,Deep Silver,0.05,0.01,0.0,0.01,0.06,Xbox One
MX vs ATV Supercross Encore 2017 Track Edition,2017.0,Racing,THQ Nordic,0.05,0.0,0.0,0.01,0.06,Xbox One
Cartoon Network Battle Crashers,2016.0,Action,Maximum Games,0.05,0.01,0.0,0.01,0.06,Xbox One
Hasbro Family Fun Pack Conquest Edition,2016.0,Misc,Ubisoft,0.05,0.0,0.0,0.01,0.06,Xbox One
Sherlock Holmes: The Devil's Daughter,2016.0,Adventure,Bigben Interactive,0.05,0.0,0.0,0.01,0.06,Xbox One
MX vs. ATV Supercross Encore,2015.0,Sports,Nordic Games,0.05,0.0,0.0,0.01,0.06,Xbox One
Killing Floor 2Ê,2017.0,Shooter,Tripwire Interactive,0.05,0.0,0.0,0.01,0.06,Xbox One
R.B.I. Baseball 2016,2016.0,Sports,MLB.com,0.05,0.0,0.0,0.01,0.06,Xbox One
Okami,2017.0,Action,Capcom,0.05,0.0,0.0,0.01,0.06,Xbox One
Rapala Fishing Pro Series,2017.0,Simulation,GameMill,0.05,0.0,0.0,0.01,0.06,Xbox One
Arslan: The Warriors of Legend,2016.0,Action,Tecmo Koei,0.05,0.0,0.0,0.01,0.06,Xbox One
Golf Club 2,2017.0,Sports,Maximum Games,0.05,0.0,0.0,0.01,0.06,Xbox One
Mark McMorris Infinite Air,2016.0,Sports,Maximum Games,0.05,0.0,0.0,0.01,0.06,Xbox One
Atari Flashback Classics: Volume 2,2016.0,Misc,Atari,0.05,0.0,0.0,0.01,0.06,Xbox One
Hunting Simulator,2017.0,Shooter,Bigben Interactive,0.05,0.0,0.0,0.01,0.06,Xbox One
Styx: Shards of Darknes,2017.0,Action,Focus Home Interactive,0.05,0.0,0.0,0.01,0.06,Xbox One
Marvel's Guardians of the Galaxy: The Telltale Series,2017.0,Adventure,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.01,0.05,Xbox One
Baja: Edge of Control HD,2017.0,Racing,THQ Nordic,0.05,0.0,0.0,0.01,0.05,Xbox One
Agatha Christie's The ABC Murders,2016.0,Adventure,Microids,0.04,0.0,0.0,0.01,0.05,Xbox One
Brothers: A Tale of Two Sons,2015.0,Adventure,505 Games,0.04,0.01,0.0,0.01,0.05,Xbox One
The Walking Dead: A Telltale Series Collection,2017.0,Adventure,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.01,0.05,Xbox One
Rugby 18,2017.0,Sports,Koch Media,0.04,0.0,0.0,0.01,0.05,Xbox One
Has-Been Heroes,2017.0,Action,GameTrust,0.04,0.0,0.0,0.01,0.05,Xbox One
Deformers,2017.0,Action,Ready at Dawn,0.04,0.0,0.0,0.01,0.05,Xbox One
Extinction,2018.0,Action,Maximum Games,0.04,0.0,0.0,0.01,0.05,Xbox One
Resident Evil 4 HD,2016.0,Action-Adventure,Capcom,0.04,0.0,0.0,0.01,0.05,Xbox One
The Technomancer,2016.0,Role-Playing,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05,Xbox One
Cars 3: Driven to Win,2017.0,Racing,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.01,0.05,Xbox One
Pillars of Eternity,2017.0,Role-Playing,Paradox InteractiveÊ,0.04,0.0,0.0,0.01,0.05,Xbox One
Just Sing,2016.0,Music,Ubisoft,0.04,0.0,0.0,0.01,0.05,Xbox One
Mighty No. 9,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,Xbox One
Batman: The Enemy Within,2017.0,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05,Xbox One
WRC 7,2017.0,Racing,Bigben Interactive,0.04,0.0,0.0,0.01,0.05,Xbox One
King's Quest: The Complete Collection,2016.0,Adventure,Activision,0.04,0.0,0.0,0.01,0.05,Xbox One
Marvel Pinball: Epic Collection Volume 1,2016.0,Puzzle,Nighthawk Interactive,0.04,0.0,0.0,0.01,0.05,Xbox One
Road Rage,2017.0,Racing,Maximum Games,0.04,0.0,0.0,0.0,0.04,Xbox One
Dragon's Dogma,2017.0,Role-Playing,Capcom,0.04,0.0,0.0,0.0,0.04,Xbox One
Deer Hunter Reloaded,2017.0,Shooter,GameMill Entertainment,0.04,0.0,0.0,0.0,0.04,Xbox One
Overcooked,2016.0,Action,Sold Out,0.04,0.0,0.0,0.0,0.04,Xbox One
Resident Evil 5 HD,2016.0,Action,Capcom,0.04,0.0,0.0,0.0,0.04,Xbox One
Darksiders: Warmastered Edition,2016.0,Action-Adventure,THQ Nordic,0.04,0.0,0.0,0.0,0.04,Xbox One
Valkyria: Azure Revolution,2017.0,Role-Playing,Deep Silver,0.04,0.0,0.0,0.0,0.04,Xbox One
Game of Thrones (Telltale),2015.0,Adventure,Telltale Games,0.04,0.0,0.0,0.0,0.04,Xbox One
Terraria,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,Xbox One
Elex,2017.0,Role-Playing,THQ Nordic,0.04,0.0,0.0,0.0,0.04,Xbox One
Battle Chasers: Nightwar,2017.0,Role-Playing,THQ Nordic,0.04,0.0,0.0,0.0,0.04,Xbox One
Don't Starve,2018.0,Adventure,505 Games,0.04,0.0,0.0,0.0,0.04,Xbox One
Dead Rising 2,2016.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,Xbox One
Don Bradman Cricket 14,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,Xbox One
Monster Jam: Crush It,2016.0,Racing,GameMill,0.03,0.0,0.0,0.0,0.04,Xbox One
Shadow Warrior (2013),2014.0,Shooter,Devolver Digital,0.0,0.04,0.0,0.0,0.04,Xbox One
Dead Alliance,2017.0,Shooter,Maximum Games,0.03,0.0,0.0,0.0,0.04,Xbox One
Warriors Orochi 3,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,Xbox One
Dead Rising,2016.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,Xbox One
Sine Mora,2017.0,Action,THQ Nordic,0.03,0.0,0.0,0.0,0.04,Xbox One
WRC 6,2016.0,Racing,PQube,0.03,0.0,0.0,0.0,0.03,Xbox One
Black Mirror,2017.0,Adventure,THQ Nordic,0.03,0.0,0.0,0.0,0.03,Xbox One
Pure Farming 2018,2018.0,Simulation,Techland,0.03,0.0,0.0,0.0,0.03,Xbox One
MotoGP 15,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,Xbox One
Raid: World War II,2017.0,Shooter,505 Games,0.03,0.0,0.0,0.0,0.03,Xbox One
Carmageddon: Max Damage,2016.0,Action,Stainless Games,0.02,0.01,0.0,0.0,0.03,Xbox One
INSIDE / LIMBO Double Pack,2017.0,Platform,505 Games,0.03,0.0,0.0,0.0,0.03,Xbox One
Warhammer: The End Times - Vermintide,2016.0,Action,Games Workshop,0.03,0.0,0.0,0.0,0.03,Xbox One
Stardew Valley,2017.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03,Xbox One
Ben 10 (2017),2017.0,Action,Outright Games,0.02,0.0,0.0,0.0,0.03,Xbox One
The Pillars of the Earth,2017.0,Adventure,Kalypso Media,0.02,0.0,0.0,0.0,0.03,Xbox One
Rime,2017.0,Adventure,Grey Box,0.02,0.0,0.0,0.0,0.03,Xbox One
Worms: WMD,2016.0,Strategy,Team17 Digital Ltd,0.02,0.0,0.0,0.0,0.02,Xbox One
Syberia III,2017.0,Adventure,Microids,0.02,0.0,0.0,0.0,0.02,Xbox One
Moto Racer 4,2016.0,Racing,PQube,0.02,0.0,0.0,0.0,0.02,Xbox One
Rugby League Live 4,2017.0,Sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,Xbox One
ABZU,2017.0,Adventure,505 Games,0.02,0.0,0.0,0.0,0.02,Xbox One
Pharaonic,2017.0,Action,Soedesco,0.02,0.0,0.0,0.0,0.02,Xbox One
Geometry Wars 3: Dimensions Evolved,2016.0,Action,Activision,0.02,0.0,0.0,0.0,0.02,Xbox One
Resident Evil: Revelations,2017.0,Action,Capcom,0.02,0.0,0.0,0.0,0.02,Xbox One
Broken Sword 5: The Serpent's Curse,2015.0,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,Xbox One
Rugby World Cup 2015,2015.0,Sports,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,Xbox One
The Crew: Wild Run,2015.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,Xbox One
Prison Architect,2016.0,Simulation,Introversion Software,0.02,0.0,0.0,0.0,0.02,Xbox One
The Dwarves,2016.0,Role-Playing,THQ Nordic,0.02,0.0,0.0,0.0,0.02,Xbox One
Big Buck Hunter Arcade,2017.0,Shooter,GameMill,0.02,0.0,0.0,0.0,0.02,Xbox One
Redout,2017.0,Racing,505 Games,0.02,0.0,0.0,0.0,0.02,Xbox One
Troll and I,2017.0,Action,Maximum Games,0.02,0.0,0.0,0.0,0.02,Xbox One
Portal Knights,2017.0,Role-Playing,505 Games,0.02,0.0,0.0,0.0,0.02,Xbox One
Shaq-Fu: A Legend Reborn,2018.0,Action,Wired Productions,0.02,0.0,0.0,0.0,0.02,Xbox One
Psycho-Pass,2014.0,Visual Novel,5pb,0.0,0.0,0.02,0.0,0.02,Xbox One
Tropico 5,2016.0,Simulation,Kalypso Media,0.02,0.0,0.0,0.0,0.02,Xbox One
Back to the Future: The Game,2015.0,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,Xbox One
Saints Row: Gat out of Hell,2015.0,Action,Deep Silver,0.0,0.02,0.0,0.0,0.02,Xbox One
Mega Man Legacy Collection 2,2017.0,Action,Capcom,0.02,0.0,0.0,0.0,0.02,Xbox One
Dungeons 3,2017.0,Strategy,Kalypso Media,0.02,0.0,0.0,0.0,0.02,Xbox One
Blackguards 2,2017.0,Strategy,Kalypso Media,0.02,0.0,0.0,0.0,0.02,Xbox One
Rogue Trooper: Redux,2017.0,Shooter,Rebellion,0.02,0.0,0.0,0.0,0.02,Xbox One
Vikings: Wolves of Midgard,2017.0,Action,Kalypso Media,0.01,0.0,0.0,0.0,0.02,Xbox One
The Inner World: The Last Wind Monk,2017.0,Puzzle,Kalypso Media,0.01,0.0,0.0,0.0,0.02,Xbox One
Assetto Corsa,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,Xbox One
Le Tour de France 2017,2017.0,Simulation,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,Xbox One
Lock's Quest,2017.0,Strategy,THQ Nordic,0.01,0.0,0.0,0.0,0.02,Xbox One
WRC 5: FIA World Rally Championship,2015.0,Racing,Bigben Interactive,0.0,0.01,0.0,0.0,0.02,Xbox One
FlatOut 4: Total Insanity,2017.0,Racing,Bigben Interactive,0.01,0.0,0.0,0.0,0.01,Xbox One
Shadow Tactics: Blades of the Shogun,2017.0,Strategy,Kalypso Media,0.01,0.0,0.0,0.0,0.01,Xbox One
The Town of Light,2017.0,Adventure,THQ Nordic,0.01,0.0,0.0,0.0,0.01,Xbox One
Goat Simulator,2016.0,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,Xbox One
Rugby League Live 3,2015.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,Xbox One
Assassin's Creed Chronicles,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,Xbox One
Sbastien Loeb Rally Evo,2016.0,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,Xbox One
Rugby Challenge 3,2016.0,Sports,Alternative Software,0.0,0.01,0.0,0.0,0.01,Xbox One
Rabbids Invasion: The Interactive TV Show,2014.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,Xbox One
ZombiU,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,Xbox One
This War of Mine,2016.0,Action,11 bit studios,0.0,0.01,0.0,0.0,0.01,Xbox One
Battle Worlds: Kronos,2016.0,Strategy,Nordic Games,0.01,0.0,0.0,0.0,0.01,Xbox One
ScreamRide,2015.0,Simulation,Microsoft Studios,0.0,0.01,0.0,0.0,0.01,Xbox One
Torment: Tides of Numenera,2017.0,Role-Playing,Techland,0.01,0.0,0.0,0.0,0.01,Xbox One
Ziggurat,2016.0,Shooter,Soedesco,0.0,0.01,0.0,0.0,0.01,Xbox One
ATV Renegades,2017.0,Racing,Nighthawk Interactive,0.0,0.0,0.0,0.0,0.01,Xbox One
This Is The Police,2017.0,Simulation,THQ Nordic,0.0,0.0,0.0,0.0,0.01,Xbox One
Valhalla Hills,2017.0,Strategy,Kalypso Media,0.0,0.0,0.0,0.0,0.0,Xbox One
Handball 16,2015.0,Sports,Bigben Interactive,0.0,0.0,0.0,0.0,0.0,Xbox One
Shovel Knight,2015.0,Platform,Yacht Club Games,0.0,0.0,0.0,0.0,0.0,Xbox One
Blood Bowl 2,2015.0,Sports,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0,Xbox One
The Peanuts Movie: Snoopy's Grand Adventure,2015.0,Platform,Activision,0.0,0.0,0.0,0.0,0.0,Xbox One
Farming 2017 - The Simulation,2016.0,Simulation,UIG Entertainment,0.0,0.0,0.0,0.0,0.0,Xbox One
Kung Fu Panda: Showdown of Legendary Legends,2015.0,Action,Little Orbit,0.0,0.0,0.0,0.0,0.0,Xbox One
Strider (2014),2014.0,Platform,Capcom,0.0,0.0,0.0,0.0,0.0,Xbox One
The Amazing Spider-Man 2,2014.0,Misc,Activision,0.0,0.0,0.0,0.0,0.0,Xbox One
Mega Man Legacy Collection,2016.0,Platform,Capcom,0.0,0.0,0.0,0.0,0.0,Xbox One
A Boy and His Blob,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Agatha Christie: The ABC Murders,2016.0,Adventure,Microids,0.0,0.0,0.0,0.0,0.0,Xbox One
Ancients of Ooga - The Forgotten Chapters,2016.0,Platform,Koch Media,0.0,0.0,0.0,0.0,0.0,Xbox One
Another World,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Bladestorm: The Hundred Years' War,2015.0,Action,BioWare,0.0,0.0,0.0,0.0,0.0,Xbox One
Brothers in Arms: Furious 4,2019.0,Shooter,Ubisoft,0.0,0.0,0.0,0.0,0.0,Xbox One
Buzz Buzz Bang,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Woolfe: The Red Hood Diaries,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
SlashDash,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Devil May Cry 4,2015.0,Action,Capcom,0.0,0.0,0.0,0.0,0.0,Xbox One
#IDARB,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Frog Toss,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Gran Turismo 5 Prologue Spec III,2014.0,Misc,Wizards of the Coast,0.0,0.0,0.0,0.0,0.0,Xbox One
Industry Giant II,2017.0,Strategy,UIG Entertainment,0.0,0.0,0.0,0.0,0.0,Xbox One
Killer Instinct,2020.0,Misc,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0,Xbox One
King's Quest I: Quest for the Crown (VGA Version),2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
LIMBO,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Mount & Blade: Warband,2016.0,Role-Playing,Koch Media,0.0,0.0,0.0,0.0,0.0,Xbox One
Neverwinter,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Pier Solar and the Great Architects,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Spectra 8bit Racing,2016.0,Racing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Nero,2016.0,Puzzle,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Pinball FX 2,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Gran Turismo HD Concept,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Dear Esther,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Lightning Returns: Final Fantasy XIII,2013.0,Misc,Square Enix,0.0,0.0,0.0,0.0,0.0,Xbox One
Oddworld: Abe's Oddysee New N' Tasty!,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Lifeless Planet,2016.0,Puzzle,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Slender: The Arrival,2015.0,Adventure,Unknown,0.0,0.0,0.0,0.0,0.0,Xbox One
Lovers in a Dangerous Spacetime,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Human Element,2015.0,Misc,Unknown,0.0,0.0,0.0,0.0,0.0,Xbox One
Whore of the Orient,2020.0,Misc,Warner Bros. Interactive Entertainment,0.0,0.0,0.0,0.0,0.0,Xbox One
Max: the Curse of Brotherhood,2016.0,Action-Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Axiom Verge,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Guacamelee!,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Carmageddon: Reincarnation,2015.0,Misc,Stainless Games,0.0,0.0,0.0,0.0,0.0,Xbox One
The Banner Saga,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Cobalt,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Plague Inc.,2016.0,Strategy,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
BADLAND,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Halo: Spartan Assault,2016.0,Shooter,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Halo 6,2020.0,Shooter,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0,Xbox One
D4,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Crimson Dragon,2016.0,Shooter,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Below,2016.0,Action-Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Peggle 2,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
LocoCycle,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Powerstar Golf,2016.0,Sports,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Kingdom Hearts III,2019.0,Role-Playing,Square Enix,0.0,0.0,0.0,0.0,0.0,Xbox One
Black Tusk Studios Game,2020.0,Misc,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0,Xbox One
KickBeat,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Reus,2016.0,Strategy,Soedesco,0.0,0.0,0.0,0.0,0.0,Xbox One
Rogue Legacy,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Defense Grid 2,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Hellraid,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
There Came an Echo,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Strike Suit Zero,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Fable Legends,2019.0,Role-Playing,Microsoft Studios,0.0,0.0,0.0,0.0,0.0,Xbox One
WonderFlick,2014.0,Misc,Level 5,0.0,0.0,0.0,0.0,0.0,Xbox One
Monochroma,2014.0,Misc,Unknown,0.0,0.0,0.0,0.0,0.0,Xbox One
FORCED,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,2013.0,Misc,Ubisoft,0.0,0.0,0.0,0.0,0.0,Xbox One
Unmechanical,2016.0,Puzzle,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Divekick,2016.0,Fighting,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Child of Light,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Valiant Hearts: The Great War,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Hyper Light Drifter,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Legend of Raven,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Xbox Fitness,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Raven's Cry,2014.0,Role-Playing,TopWare Interactive,0.0,0.0,0.0,0.0,0.0,Xbox One
Shantae: Half-Genie Hero,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Tales from the Borderlands,2014.0,Adventure,Telltale Games,0.0,0.0,0.0,0.0,0.0,Xbox One
Get Even,2015.0,Misc,Unknown,0.0,0.0,0.0,0.0,0.0,Xbox One
Threes!,2016.0,Puzzle,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Worms Battlegrounds,2016.0,Strategy,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Stranger of Sword City,2016.0,Role-Playing,Experience Inc.,0.0,0.0,0.0,0.0,0.0,Xbox One
The Book of Unwritten Tales 2,2015.0,Adventure,Nordic Games,0.0,0.0,0.0,0.0,0.0,Xbox One
Puyo Puyo Tetris,2014.0,Puzzle,Sega,0.0,0.0,0.0,0.0,0.0,Xbox One
Razor Global Domination Pro TourÊ,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Gone HomeÊ,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Costume Quest 2,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Aztez,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Not a Hero,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Cult County,2015.0,Misc,Renegade Kid,0.0,0.0,0.0,0.0,0.0,Xbox One
Adr1ft,2016.0,Adventure,505 Games,0.0,0.0,0.0,0.0,0.0,Xbox One
R.B.I. Baseball 14,2014.0,Misc,MLB.com,0.0,0.0,0.0,0.0,0.0,Xbox One
Blue EstateÊ,2014.0,Misc,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0,Xbox One
Source,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Chariot,2016.0,Adventure,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Super Time Force,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Pure PoolÊ,2016.0,Sports,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Never Alone,2016.0,Misc,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Space Hulk: Deathwing,2015.0,Shooter,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0,Xbox One
Red Goddess: Inner Mind,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Mystereet F: The Detectives' Curtain Call,2014.0,Misc,5pb,0.0,0.0,0.0,0.0,0.0,Xbox One
Chaos;Child,2014.0,Visual Novel,5pb,0.0,0.0,0.0,0.0,0.0,Xbox One
Fenix Rage,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
FRU,2016.0,Puzzle,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Shiness: The Lightning Kingdom,2016.0,Role-Playing,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Ori and the Blind Forest,2016.0,Platform,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Phantom Dust (2015),2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Scalebound,2014.0,Action,PlatinumGames,0.0,0.0,0.0,0.0,0.0,Xbox One
Crackdown 3,2019.0,Action,Microsoft Studios,0.0,0.0,0.0,0.0,0.0,Xbox One
EA Sports PGA Tour,2015.0,Sports,EA Sports,0.0,0.0,0.0,0.0,0.0,Xbox One
Lara Croft and the Temple of Osiris,2014.0,Action,Square Enix,0.0,0.0,0.0,0.0,0.0,Xbox One
Wulverblade,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Gunscape,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
Cuphead,2016.0,Action,Xbox One,0.0,0.0,0.0,0.0,0.0,Xbox One
